num,date,mos,mean_temp,min_temp,max_temp,rain,wind,hum,atm,sun,cloud,g_temp,b_eva,s_eva
942,2020-05-22,1890,18.5,14.8,22.7,0,1.9,68.5,1002.7,13.1,8.6,20,2.6,3.7
943,2020-05-23,1976,20.1,16.6,25,0,2.2,66.1,1001.1,23.2,7.4,23.3,4.1,5.9
944,2020-05-24,2141,17.1,14.3,20.2,14.5,2.9,84.8,999.6,10.6,8.4,19,1.8,2.6
945,2020-05-25,1874,16.6,13.7,21.3,,2.1,81,1002.3,16.9,8.1,20.3,2.8,4
946,2020-05-26,2200,16.2,12.7,22.9,1.5,2.1,81.9,999.4,18.5,7.8,19.2,3.2,4.6
947,2020-05-27,2126,17.4,11.8,23.9,,2.6,68.5,999.3,30.1,1.5,21.4,5.1,7.2
948,2020-05-28,2571,18.7,14.2,23.4,0,1.9,62.8,999.6,22.8,3.9,20.5,4.3,6.2
949,2020-05-29,3024,20.7,14.6,27.6,,2,65.6,1004.9,28.1,1.3,24.3,5.3,7.6
950,2020-05-30,3183,22.6,16.5,30,,1.9,57.3,1006.1,26.5,1.1,27.6,5.5,7.8
951,2020-05-31,3038,21.2,17.6,28,1,2.3,63,1001.4,19.2,8.5,25.7,4.1,5.9
952,2020-06-01,3288,19.7,16.6,24.5,0.4,3.4,64.3,999.7,30.4,3.8,26.6,5.9,8.4
953,2020-06-02,3610,17.9,14.8,21.8,2,2.2,71,997.4,5.9,9.3,18.3,2,2.9
954,2020-06-03,3106,22,17.6,28.4,,2.4,73.3,993.9,24.6,5.8,27.1,4.5,6.5
955,2020-06-04,3568,21.9,19.7,26.5,0.2,2.7,81.1,994.1,19.8,8.4,26.8,3.7,5.3
956,2020-06-05,3771,23,18.4,28.7,,1.8,69.4,997.2,23.4,5.5,29.8,4.7,6.8
957,2020-06-06,3982,24.6,19.2,30.9,,2,63.6,998.1,23.4,2.3,31.4,4.7,6.7
958,2020-06-07,3564,22.7,19.2,29.2,,2.3,69.4,1001.9,26,3.3,30.2,5.3,7.5
959,2020-06-08,3621,25,19.8,32,,2.1,63.6,1004.6,26.1,3,32.7,5.9,8.5
960,2020-06-09,3263,26.7,20.3,32.8,,2.3,51.6,1004.3,28.4,3,34.1,6.5,9.3
961,2020-06-10,3266,25.8,22.5,32.1,6.2,2,63.8,998.9,18.9,9,32.8,4.1,5.8
962,2020-06-11,3087,26.1,21.7,31.6,0,2.2,68.3,993.7,26,5.8,30.1,5.8,8.3
963,2020-06-12,3646,24.7,21.6,27.6,,1.7,68.6,995.1,11.5,8.1,25.8,2.9,4.1
964,2020-06-13,3297,26.9,20.6,33.5,0,1.9,52.8,994.3,28.1,5.5,34.6,6.5,9.2
965,2020-06-14,2824,24,20.1,28.8,1.1,2.9,70.6,994.3,22.5,4.4,29.6,4.9,7
966,2020-06-15,3102,23,18.2,28.6,,2.8,62.3,996.4,26.5,6,31.1,6,8.6
967,2020-06-16,3148,24.4,20,30.7,,2.2,63,995.7,24.7,6,32.2,5.5,7.8
968,2020-06-17,2997,24.3,20.2,30.3,,2,58.6,995.3,21.3,7.4,31.1,4.6,6.6
969,2020-06-18,3417,23.4,20.3,27.3,,1.6,61.4,993.1,11,9,26.7,2.8,3.9
970,2020-06-19,3220,24.7,21.1,30,0.1,2.1,61.4,996.4,19.6,6.3,29.6,4.5,6.4
971,2020-06-20,3476,24.9,20.7,29.7,,2.1,62.6,1000,24.8,0.9,31.9,5.3,7.6
972,2020-06-21,3059,26.1,19.5,32.7,,2,59.5,998,27.8,0.1,34.1,6.2,8.8
973,2020-06-22,2865,28.6,21.7,35.4,,2,50.5,998,29,1.6,36.3,7.2,10.3
974,2020-06-23,2393,27.3,23.2,31,0,1.9,53.5,998.3,17,7.5,32.1,4.1,5.8
975,2020-06-24,2355,22.3,19.9,26.3,37.6,2.7,83.5,993.1,2.9,10,22.7,0.8,1.2
976,2020-06-25,1888,21.6,20.1,23.4,13.3,2.2,91,991.8,6.1,10,23,1.2,1.8
977,2020-06-26,2035,21.8,19.2,25.7,2.1,3.2,82.1,996.5,13,8.3,22.9,2.8,4
978,2020-06-27,2917,24.1,20.4,29.6,0,2,70.4,995.5,22.2,6.1,25.2,4.6,6.6
979,2020-06-28,2800,25.2,21.5,30.1,,2.4,70.5,994.8,28.6,1.9,28.6,5.5,7.9
980,2020-06-29,2822,23.8,20.6,26.5,11.9,2.4,77,991.8,8.4,8.6,23.9,1.8,2.6
981,2020-06-30,2181,20.1,18.4,23.1,64.7,4,83,984.3,6.2,10,20.8,1.8,2.6
982,2020-07-01,2341,21.1,18.1,24.3,0,1.9,79.3,995,9.5,7.6,21.3,1.9,2.7
983,2020-07-02,2898,24.2,20.4,29.8,,1.9,74.5,1000.9,19.2,6.6,24.5,4,5.7
984,2020-07-03,2971,25.5,21.6,30.6,0.1,2.6,63.5,1000.5,27.5,6.8,28.6,6,8.5
985,2020-07-04,3331,24.2,20.4,29.5,1.6,2.1,63.9,997,26.9,7.6,28.2,5.3,7.6
986,2020-07-05,3267,23.8,19.9,27.6,,1.9,68.6,994.5,20.9,5.3,26.7,4.1,5.9
987,2020-07-06,3183,25.6,21.8,30.9,,2.1,66.6,991.2,19.3,7.4,28.5,3.9,5.6
988,2020-07-07,3303,24.1,22.1,28.1,0,2.5,75.5,994.3,15.2,6.3,28.3,3.3,4.8
989,2020-07-08,3235,25.5,21.3,30.4,,2,71.9,994.8,25.8,2.9,30.5,5,7.1
990,2020-07-09,3689,27.5,21.8,32.9,,1.7,64.6,994,23.1,4.8,31.9,5,7.1
991,2020-07-10,3893,24.5,22.7,27.7,2.2,2.8,75,992.6,12.3,6.6,25.2,3.1,4.5
992,2020-07-11,3578,25.8,22.2,30.2,,2.6,62.6,997.5,21.8,7.3,29.7,5,7.1
993,2020-07-12,3824,23.5,21.7,26,2.9,2.4,71.9,999.3,7.7,9.1,25.3,1.8,2.5
994,2020-07-13,3036,18.7,17.7,21.7,47.6,4,94.8,993,4.6,10,20.1,0.9,1.3
995,2020-07-14,2574,20.3,17.2,24.3,11.5,2.8,79.4,993.9,12.5,9.9,22.6,2.7,3.9
996,2020-07-15,3240,23.4,18.9,28.7,,2,63.1,995.5,26.6,5.1,26.4,5.1,7.2
997,2020-07-16,3795,25,20.4,29.7,,1.8,70.9,997,25.8,4.1,27.4,4.9,7
998,2020-07-17,3847,26,21.5,31.6,0,1.9,72,998.3,22.3,4.5,28.3,4.3,6.2
999,2020-07-18,3225,26.1,22.8,31,,1.6,71.6,998.4,15.5,5.4,27.9,3.2,4.6
1000,2020-07-19,3634,24,20.6,26.6,29.1,2.7,81.6,994.9,4.9,9.9,22.9,1.4,2
1001,2020-07-20,3589,23.8,22.4,26.6,3.6,3.7,86.3,995.9,5.2,9.6,23.8,1.4,2
1002,2020-07-21,3851,25,21.4,30.5,0,1.6,77,1001.8,17.8,6.3,25.6,3.4,4.8
1003,2020-07-22,3628,23.7,22.6,25.7,11.5,1.6,89.3,999.9,4.5,9.8,24,1,1.5
1004,2020-07-23,3540,21.1,18.5,22.6,103.1,3.6,95.5,995.7,2.7,10,21.8,1.1,1.6
1005,2020-07-24,2089,22.5,18.7,26.8,2.9,4.6,74.3,989.3,10.5,9.3,21.2,2.8,4
1006,2020-07-25,3035,24.3,22.3,29,0,3.1,69.3,993.6,15.6,7.8,23.9,4.1,5.9
1007,2020-07-26,2663,25.4,21.6,29.6,0,2,69.3,997.4,18.1,7.4,25.6,3.2,4.6
1008,2020-07-27,3221,24.3,22.9,25.5,2.2,2.2,86.4,998.6,7.7,10,25.2,1.6,2.3
1009,2020-07-28,2646,24.4,22.7,26.4,0.4,2,84.8,1000.5,8.4,9.9,25,1.6,2.3
1010,2020-07-29,2884,23.7,22.6,24.9,50.1,2,95.8,1002,3.2,10,23.9,0.7,1
1011,2020-07-30,2143,25.3,23.4,28.4,0.1,2.1,85.5,1003.4,15.3,8.3,26.9,3.1,4.4
1012,2020-07-31,3043,26.2,22.8,29.6,1.5,2,81.9,1003.9,14.5,6.9,27.2,2.5,3.5
1013,2020-08-01,3187,25.3,24.3,26.9,39.1,1.7,90.9,1000.5,5.3,9.8,25.7,1.1,1.6
1014,2020-08-02,3183,24.9,23.5,26.4,31.4,2.3,96.3,997.8,2.6,10,25.2,0.7,1
1015,2020-08-03,2401,25,23.9,26.3,102.6,3,96.3,998.4,3.1,10,25.1,0.8,1.1
1016,2020-08-04,1902,27,25,29.4,3.9,3.5,89.3,1000.9,8.1,9.6,26.9,1.7,2.5
1017,2020-08-05,2302,26.5,25.5,29.1,18.5,1.9,92.1,1000.8,5,9.8,26.7,1,1.5
1018,2020-08-06,2378,24.1,22.9,26,75.7,3.3,92.8,995.4,6.7,8,24.8,1.3,1.9
1019,2020-08-07,2101,24.3,22.6,26.1,0,1.8,85.3,996.9,6.7,9,24.8,1.7,2.4
1020,2020-08-08,2233,24.2,22.7,26.1,19.1,2.3,89.5,993.2,7,9.1,24.9,1.1,1.5
1021,2020-08-09,2236,24.9,23.7,25.8,50.3,2.6,95.4,992.5,1.4,9.8,24.3,0.6,0.9
1022,2020-08-10,2122,26.5,24.7,29.5,44.6,2,91.6,993.8,7.8,9.9,26.4,1.5,2.1
1023,2020-08-11,1907,24.6,22.4,27.3,97,2.2,92.5,999.6,7.4,9.5,25.2,1.6,2.3
1024,2020-08-12,2052,27.2,23.5,31.3,,1.9,83.9,1002.7,13.6,8.3,28.3,2.7,3.8
1025,2020-08-13,2533,28,26.3,30.3,,2.5,82.4,999.3,8,8.5,27.4,2.1,3
1026,2020-08-14,2293,27.1,26.5,28,0.4,3.5,86.1,995.8,4.1,9.3,26.3,1.1,1.6
1027,2020-08-15,2721,26.1,25,27,69,1.9,96,998.7,3.3,9.3,25.9,0.8,1.2
1028,2020-08-16,2389,27.4,25.3,30.8,,3,82.6,1001,14.3,8.3,27.9,3.1,4.4
1029,2020-08-17,3488,28.2,26.1,32.2,,2.3,77.9,1003.7,18.4,4.4,29,3.8,5.4
1030,2020-08-18,3211,27.5,24,31.9,,1.6,76.3,1003.2,19.8,2.8,29.1,4.1,5.8
1031,2020-08-19,3011,27.1,23.6,31.4,,2,76.8,1001.7,22.5,2.3,28.6,4.3,6.2
1032,2020-08-20,3247,27.7,25,31.7,,1.7,76,1002.4,15.2,6.4,27.6,3.1,4.5
1033,2020-08-21,3098,26.6,25.2,29.2,2.5,1.6,83.1,1003.9,8.7,8.8,27.6,1.9,2.7
1034,2020-08-22,2843,24.3,21.7,27.6,42.6,2.1,87.4,1002.5,7.6,9,25.2,1.3,1.8
1035,2020-08-23,2198,25.3,21.5,29.9,,1.9,78.4,998.7,18.7,6,27.2,3.8,5.4
1036,2020-08-24,3287,27.8,23.7,32,,2.2,71.6,995.2,20.3,5.9,28.6,4.2,6
1037,2020-08-25,3361,29.9,26,34.5,,2.1,69.5,995,21.2,5.9,30.5,4.8,6.9
1038,2020-08-26,3138,30.2,27,34.5,0.6,3.4,68.3,992.2,19.7,6.4,29.3,5,7.2
1039,2020-08-27,2250,27.1,25.6,28.6,8.7,3.6,84.6,991.3,5.5,9.9,27.2,1.4,2
1040,2020-08-28,2781,27.3,26,29.7,13.6,1.6,89.1,997.3,10.2,8.9,28.1,2.1,3
1041,2020-08-29,2869,26.8,25.5,29,13.6,1.3,90.1,999.2,8.7,8.4,28.7,1.4,2
1042,2020-08-30,2784,26.8,24.4,30.6,42.5,2.1,88.8,1001.6,12.9,7.9,28.1,2.7,3.8
1043,2020-08-31,2930,26.4,23.8,30,0,2.8,77.9,1002.4,12.3,8.8,27.2,2.9,4.2
1044,2020-09-01,3036,26.6,23.8,29.5,0,1.9,72.4,999.4,11.4,8.8,27,2.4,3.4
1045,2020-09-02,3515,24.3,22.6,26.4,33.3,2.3,91.3,993.7,3.3,9.6,25.3,0.9,1.2
1046,2020-09-03,2903,22.7,20,25.6,29.8,4.8,82,987.3,13.5,7.4,24,3.3,4.8
1047,2020-09-04,3628,23.3,19.9,27.5,,2.7,63.9,1002.2,21.2,1.6,23.7,4.5,6.4
1048,2020-09-05,3703,23.3,19.2,27.3,,2,66.6,1003.5,14.5,8,23.4,2.9,4.2
1049,2020-09-06,3600,21.7,19.5,24.4,6.4,2.7,80,999.3,7.1,9.4,22.7,1.8,2.5
1050,2020-09-07,2471,19.2,17.5,20.6,61,4.2,93.5,983.1,3.4,10,20.1,1.2,1.7
1051,2020-09-08,2678,23.4,20.6,26.5,0,4.2,71.5,998.7,21.9,5.4,23.1,4.4,6.3
1052,2020-09-09,3532,21.1,19,25.3,1.3,2.1,83.4,999.9,12.3,7.6,22.2,2.2,3.1
1053,2020-09-10,2160,22.8,18.8,27,3.9,2,75.8,999.1,19.2,6.3,24.4,3.7,5.3
1054,2020-09-11,2864,22.4,19.2,27.1,1.2,2.8,72.6,1004.5,12.9,7.6,22.7,2.8,4.1
1055,2020-09-12,3002,20.2,18.1,23.2,5.7,2,83.8,,7.3,9.5,21.5,1.5,2.1
1056,2020-09-13,2611,21.5,16.7,26.6,,1.9,70.4,1005.7,20.5,2.8,24.1,3.8,5.4
1057,2020-09-14,3176,21.3,17.6,24.9,0,1.8,79.3,1004.4,13.9,4.6,22.8,2.5,3.5
1058,2020-09-15,3269,23,18.9,27.7,,1.6,76.4,1002.6,16.6,7.5,23.9,3.1,4.4
1059,2020-09-16,3946,22.5,21.3,24.9,0.3,1.9,79.9,999.6,6.2,9.4,22.2,1.4,2
1060,2020-09-17,3544,21.3,20.1,23.6,,2.1,70.3,1000.2,9.4,8.4,21.5,2.4,3.4
1061,2020-09-18,4127,21.5,18.1,25.8,,2.8,62,1002.7,21.2,3.1,22.4,4.8,6.8
1062,2020-09-19,3715,21.2,17.6,26.2,0.3,2.2,59.3,1004.9,21.3,1.5,21.8,4.7,6.8
1063,2020-09-20,3815,19.7,15.6,24.9,,2,57.6,1007,22.2,0,21.2,4.5,6.4
1064,2020-09-21,2983,19.1,13.6,25.3,,1.7,56.1,1008.1,19.5,4.5,20.6,4.1,5.8
1065,2020-09-22,2507,20.2,15.5,25.6,,2.8,55.3,1008.7,21.7,3.1,21.8,4.9,7.1
1066,2020-09-23,3142,19.2,15.2,23.8,,3.3,59.9,1008.2,17,7.6,20.8,4,5.8
1067,2020-09-24,3189,20.6,16.8,25.4,,3.7,59.6,1005.3,18.5,6.6,22,4.2,5.9
1068,2020-09-25,3366,20.1,16.6,25.4,,2.5,64.1,1003.7,13.4,4.9,21.5,3.2,4.5
1069,2020-09-26,3048,19.3,14.8,24.8,,2.4,62.5,1006.7,15.9,4,20.4,3.6,5.2
1070,2020-09-27,3088,20.4,14.9,25.8,,2,63.3,1008.5,18.7,1.1,21.4,3.7,5.2
1071,2020-09-28,2884,20.7,15.7,26.5,,2,66,1006.5,19.3,1.1,22,3.8,5.4
1072,2020-09-29,2921,19.6,15.3,23.9,,1.9,67.6,1001.6,14.8,6.8,20.7,2.8,4
1073,2020-09-30,2747,19.6,16.2,25.7,38.3,1.7,78,1000.6,14,7.1,21.1,2.6,3.7
1074,2020-10-01,2381,18.8,15.6,23.6,,2.1,74.9,1003.4,10.9,5.5,19.6,2.1,3
1075,2020-10-02,2972,19.2,16.3,21.9,0,2.3,79.6,1004.6,6.3,9.1,18.5,1.4,2
1076,2020-10-03,2479,19.9,18.3,23.2,0,1.6,72.5,1004.9,9.8,8,19.8,2.2,3.2
1077,2020-10-04,3240,16.6,10.6,21.8,0,2.8,65.1,1002.7,12.4,7.1,17.8,2.8,4
1078,2020-10-05,2031,13.3,8.5,18.4,,2.5,57.3,1007.9,19.4,2.3,14.5,3.6,5.1
1079,2020-10-06,1507,14.2,9.3,19.7,,2,55.9,1012.2,19.8,2.5,14.6,3.8,5.4
1080,2020-10-07,1668,16,9.9,22,,1.9,48.9,1015.8,17,3.8,14.9,3.7,5.3
1081,2020-10-08,1766,17.2,12.1,23.1,,3.1,53,1016.7,19.3,0.1,15.9,4.6,6.6
1082,2020-10-09,2326,17.2,12.4,23.3,,3,53.4,1013.2,18.6,4.6,16.6,4,5.8
1083,2020-10-10,2573,16.9,12.3,21.5,,2,60.1,1009.7,15.3,5.3,16.6,2.9,4.2
1084,2020-10-11,2291,16.9,12.7,20.8,,1.8,68.5,1006.1,11.5,5.8,16.1,2,2.8
1085,2020-10-12,1526,16.2,12.1,21.3,,2.2,68.6,1005.2,13.6,2.6,16.8,2.7,3.9
1086,2020-10-13,1834,13.6,8.6,18.4,,2.2,52.3,1010.7,14.2,3.5,14.2,2.8,4
1087,2020-10-14,1043,12.8,8.5,18,,2.4,47,1014.6,12.2,6.6,14.3,3.2,4.6
1088,2020-10-15,722,11.7,6.5,18.5,,1.5,41.8,1015.8,14.5,6.6,13.1,2.9,4.2
1089,2020-10-16,729,11.8,8.6,15.4,,1.5,64.3,1013.7,5.3,7.6,12.5,1.2,1.6
1090,2020-10-17,651,13.1,8.7,18.6,,1.8,64.3,1013,17.7,1,13.1,3.3,4.7
1091,2020-10-18,723,13.6,7.2,20.2,,2,65.5,1013.6,16,0.5,12.9,2.8,4
1092,2020-10-19,990,15.1,9.8,21.3,,1.7,74.4,1014.7,15.3,0,14.3,2.7,3.8
1093,2020-10-20,949,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1094,2020-10-21,"1,089",15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1095,2020-10-22,982,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1096,2020-10-23,519,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1097,2020-10-24,270,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1098,2020-10-25,358,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1099,2020-10-26,536,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1100,2020-10-27,535,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1101,2020-10-28,884,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1102,2020-10-29,695,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1103,2020-10-30,543,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1104,2020-10-31,454,15.2,9.9,21.7,,1.6,67.1,1015.4,15.7,0.4,14.5,2.9,4.1
1105,2021-05-01,388,10.2,8.5,15.3,8,2.7,80.8,995.6,11.9,9.4,12.4,1.8,2.6
1106,2021-05-02,151,12.4,7.3,18.7,1.7,3.1,67.9,1006.2,27.7,2.6,16.8,4.5,6.4
1107,2021-05-03,608,14.1,8.4,20.3,,2.1,56.4,1007.6,27.7,3.8,17.3,4.9,7
1108,2021-05-04,869,13.8,11.4,15.8,19.6,2.1,82.6,999.3,3.7,9.6,13.5,1,1.4
1109,2021-05-05,448,13.9,10.3,18.4,0.1,3.5,64.4,1002.3,28.3,2.6,17.6,4.7,6.7
1110,2021-05-06,717,15.7,7.9,23.1,,2.4,46.4,1005.1,23.8,4.8,16.8,4.9,7
1111,2021-05-07,1041,14.4,10.7,17.2,8.8,3.4,60.3,996,17.1,3.1,15.5,3.1,4.5
1112,2021-05-08,679,14.3,8.9,21,,3.4,66.1,994.4,23,1.1,16.9,4.4,6.3
1113,2021-05-09,1198,15.7,10,21.8,,3.5,51.3,999.3,30.4,0.3,18.2,6.2,8.9
1114,2021-05-10,1308,13.2,11.7,14.6,0,1.8,67.9,1003.2,4.7,8.6,13.5,1.5,2.2
1115,2021-05-11,787,18.5,9.4,25.7,,2.7,48.9,1003.1,27.2,6,18.7,6.6,9.5
1116,2021-05-12,1042,22,16.9,27.7,,2.2,39.5,1001.9,26.5,4.5,21.7,5.9,8.5
1117,2021-05-13,1449,22.9,16.6,29.6,,1.9,54.4,1001.1,27.3,0,24.6,5.3,7.6
1118,2021-05-14,1477,24.1,18,30.8,,1.7,60.3,1000.7,24.4,7.1,25.2,5.2,7.4
1119,2021-05-15,1496,22.1,20.8,26.2,15,1.7,79.5,996.4,9.4,9.8,22.9,1.6,2.3
1120,2021-05-16,1094,18.4,14.8,20.8,66.9,2.5,97.6,991.1,3.1,10,19.6,0.7,1
1121,2021-05-17,1021,15.3,14.2,16.7,3.1,1.6,93,997,5.2,9,17.4,0.9,1.3
1122,2021-05-18,1052,17.9,13.6,24.5,,1.7,70.5,1000.5,24.1,4.4,20.2,4.4,6.3
1123,2021-05-19,1369,19.9,12.4,26.6,,1.8,52.3,1001.8,29.9,2.6,22.3,5.8,8.3
1124,2021-05-20,1725,18.7,15.6,22.9,0.9,2.5,59.8,995.2,6.8,9.9,17.9,2.2,3.2
1125,2021-05-21,1423,16,14.2,18.2,6.9,1.7,86.5,995.9,7.4,9.5,17.4,1.5,2.2
1126,2021-05-22,1341,18.6,13.8,23.8,0.2,2.5,69.3,1000.8,28.7,1.5,21.8,5.2,7.4
1127,2021-05-23,1942,19.5,14.3,25.1,,1.7,64.4,1000.8,19.3,6.9,21,3.7,5.3
1128,2021-05-24,2248,19.4,16.4,24.5,,2.7,61,997.9,26.9,3.3,22.8,5.2,7.5
1129,2021-05-25,1949,15.3,11.9,19.3,8.3,3.2,72.3,997,19.3,5.3,17.9,3.5,5
1130,2021-05-26,1692,18,11.5,23,0,2.9,58.5,997.4,18,7.6,18.8,4.1,5.8
1131,2021-05-27,2532,15.8,13.9,18.7,8.9,2.8,83,991.6,5.1,6.5,16.4,1,1.4
1132,2021-05-28,1939,15.3,12.4,19.7,12.3,2.6,86,990.6,11.3,8.6,17.4,2.3,3.3
1133,2021-05-29,2337,15.4,12.8,19.1,0.3,2.2,79.8,996.7,10.5,5.1,18.1,1.8,2.6
1134,2021-05-30,1883,18.4,10.8,26.3,18.1,2.1,73,998.9,29.5,3.9,21.9,4.7,6.7
1135,2021-05-31,2586,19.9,16.5,23.8,4,1.8,78.9,1001.1,12.5,7.4,21.1,2.5,3.5
1136,2021-06-01,3068,20.2,15.9,23.9,3.2,2.2,74.6,1003.9,13,8.1,21.1,2.7,3.9
1137,2021-06-02,2988,23.2,16.6,29.7,,2.1,64.4,1002.6,26.8,3.4,25,5.4,7.7
1138,2021-06-03,3264,19.1,14.6,22.7,18.1,1.8,80.8,994.3,5.1,9.6,20.4,1.3,1.8
1139,2021-06-04,1898,18.5,13.3,23.6,,2.9,69.4,991.7,29,2.6,22.7,5.5,7.8
1140,2021-06-05,2862,20.8,17,25.7,,3.3,68.1,991,23.1,3,22.2,4.8,6.9
1141,2021-06-06,3018,23,18.4,28.2,,2.2,69.6,996.7,23.5,3.8,25,4.7,6.8
1142,2021-06-07,3282,21.1,19.4,24,0,1.7,71.5,1003.8,7,7.8,21.1,1.8,2.6
1143,2021-06-08,3151,23.6,18.8,29.5,0.1,1.7,69.6,1005.1,21.3,5.4,25.4,4.1,5.8
1144,2021-06-09,3653,25.8,19.5,31.6,,1.6,59.1,1004.6,24.8,3.4,26.5,5.1,7.3
1145,2021-06-10,3977,24.9,20.5,29.8,6.1,2.2,68.5,1000.8,14.1,8.5,25.5,3.3,4.7
1146,2021-06-11,3280,21.5,19.9,24.4,4.6,2.8,84.5,1000.1,10.1,6.4,23.8,2.1,2.9
1147,2021-06-12,3544,24.2,18.2,30.2,,1.8,74.6,1001.7,26.9,5,27.3,5.2,7.4
1148,2021-06-13,3550,24.8,20.9,29.7,,2,72.6,998.4,26.5,3.5,27.9,5.2,7.4
1149,2021-06-14,3108,24.8,18.9,30.2,,2.1,68.8,995.7,22.3,6.8,27.8,4.1,5.9
1150,2021-06-15,2896,22.5,21.5,25.3,1.9,2.3,79.1,994.5,7.6,7,23.3,2.5,3.5
1151,2021-06-16,2812,24.3,20.3,28.9,,3.6,59.9,995.5,27.3,2.5,27.3,5.9,8.4
1152,2021-06-17,2473,21.9,19.6,25,0,2.4,71.4,995.8,9.6,9.4,23.4,2,2.9
1153,2021-06-18,2080,20,19,21.4,6.3,2.5,92.1,991.5,4.5,9.8,21.6,1.1,1.6
1154,2021-06-19,2317,22.3,17.5,27.4,,1.8,74,991.4,26.5,4.1,26.1,5,7.1
1155,2021-06-20,2673,22.9,17.6,29,,2.8,73.3,990.9,25.9,3.1,26.9,4.9,7
1156,2021-06-21,2605,23.6,19.2,28.5,,2.2,67,994.5,25.7,3.3,28.1,5.3,7.6
1157,2021-06-22,2982,22.8,19.7,28.6,0,2.1,67.9,998.3,20.2,6.8,25.8,4.1,5.8
1158,2021-06-23,2683,22.4,18.8,27.9,7.5,2.4,70.5,1000.4,19.5,4.4,26.9,3.8,5.4
1159,2021-06-24,2624,23,18.5,28,,1.9,71.1,1001.2,17.8,3,25.2,3.4,4.9
1160,2021-06-25,3341,24.1,19.5,29.5,,2,69,1000.7,24.7,4,28,4.6,6.6
1161,2021-06-26,3241,22.8,19.9,26.7,4.5,1.8,78.5,1000.5,14.2,7.3,25,3.1,4.4
1162,2021-06-27,3036,24.5,19.8,30.8,38.2,2,72.1,997.3,22.5,5.4,27.8,4.3,6.1
1163,2021-06-28,2906,23.7,21,29.2,0.1,1.9,76.4,995.4,13.5,8.1,25,3,4.3
1164,2021-06-29,262,23.9,21.3,28.4,8,1.8,78.6,995.6,14.1,6.5,26.4,2.4,3.5
1165,2021-06-30,,24.3,21,28.8,6,1.3,77.9,997.1,16.2,6.1,26.3,3.4,4.8
1166,2021-07-01,,26.3,21.4,31,,1.8,70.9,996.8,20.6,2.3,27.4,4,5.7
1167,2021-07-02,,27.1,23.6,31.8,,2.3,64.1,998.7,22.2,5.8,27.2,5.2,7.4
1168,2021-07-03,,22.6,19.6,25.7,60,3.6,80,996.3,7.5,8.5,23.5,1.6,2.3
1169,2021-07-04,,21.4,19.8,23.1,21.4,2.3,96.8,994.4,2.7,9.9,22.2,0.8,1.2
1170,2021-07-05,,23.3,20.1,26.9,,1.4,80.3,999.8,12.6,8.9,24.6,2.5,3.6
1171,2021-07-06,,25.3,21,30.1,,1.6,73.4,997.2,19.2,7,26.8,3.7,5.3
1172,2021-07-07,,26.4,23.9,29.1,12.7,1.5,78.5,997.1,11.8,9.4,26.6,2.3,3.2
1173,2021-07-08,,26,23.8,29.8,2.9,2,81.6,995.2,14.1,7.1,27,2.9,4.1
1174,2021-07-09,,25.5,23.6,29.2,0,1.9,77.3,995.5,14.5,6.5,27,2.9,4.1
1175,2021-07-10,,25.9,23.1,29.2,0.5,2.4,80.4,997.5,17.4,7.4,26.9,3.5,5
1176,2021-07-11,,25.7,24.1,27.5,0.4,2.2,86.8,999.9,7.5,7.8,26.3,1.8,2.5
1177,2021-07-12,-,28.1,23.8,32.5,,1.6,75.1,1000,19.1,6.6,29,3.7,5.4
1178,2021-07-13,-,28.8,26.3,31.5,,1.7,76.1,999.8,11.6,6.8,28.5,2.8,4
1179,2021-07-14,780,29.7,26.1,33.5,,2.2,71.4,1002.1,22.5,7,30.6,4.8,6.8
1180,2021-07-15,2025,29.1,25.9,34.5,0,2.1,71.1,1004.5,22.8,5.1,31.8,4.8,6.9
1181,2021-07-16,2390,28.8,24.2,35.2,,2.2,68.4,1004.3,26.8,3.5,32.5,5.8,8.3
1182,2021-07-17,3614,29.1,24.7,32.8,0,2.3,63.1,1002.1,22.6,4.8,32.4,5.1,7.4
1183,2021-07-18,3580,29.6,25.7,34.1,,2.1,62.5,1001.4,23.4,5.6,33.1,5.1,7.3
1184,2021-07-19,3635,26.4,24,30.5,67.4,1.9,80.1,1003.4,10.1,6.9,28,2.1,3.1
1185,2021-07-20,3147,27.9,23.6,31.8,0,1.5,75.8,1004.4,14.6,7.6,28.9,3.2,4.5
